comment,label
মুভী নয় বাস্তব চাই আমরা এটা শাহরুখ খান পারবেই,Positive
তামিল মুভি এর রিমেক!  রাজনিকান্তো এই মুভি অনেক আগে করছে।,Positive
আপু আমি আপনার থেকে চোরি চোরি চুপকে চুপকে মুভির এক্সপ্লেইন শুনতে চাই,Positive
লাষটের দিকে খুব কষ্ট লাগলো চোখে পানি ঝরে গেলো এই মুভির নাম যদি কেউ বলবেন,Positive
"মুভিটা অতি সুন্দর আমার ও একটি বন্ধু ছিল আমিও ওকে খুযি কিন্তু পাইনা, 30 বছর আগের বন্ধু আমার,কত খুযি পাইনা",Positive
মুভিটা আমি দেখেছি আপু এতো ভালো মুভি এখন আর দেখা জায় না,Positive
আনন্দে চোখের জল মুছে ফেলতে হচ্ছে।,Positive
ভিডিওর দৈর্ঘ্য ২০/২৫ মিনিট হলে ভালো হয়।,Positive
শাহরুখ খান এবং সালমান খানের     মুভি টা  চাই ভাই,Positive
এত বড় ভিডিও কেন আপু??  প্লিজ ছোট কর,Positive
"টা  এ অনেক খুঁজেছি,  দেখতে পাইনি।",Positive
এত ভালো লাগে বলার বাহিরে আপু তোমার কথা আপু আমিও একটা মেয়ে,Positive
আপনি আছেন বলেই হিন্দি সব মুভির ইমোশন গুলো বাংলাতে বুঝতে পারি,Positive
আপু নিউ বিডিও দেন তারাতারী,Positive
দুর আপু কান্না থামছেই না আমার।,Positive
তুমি মনের কথা জেনে যাচ্ছো তো এরম  গুলোই চাই  টা চাই,Positive
আপু আপনি কথার বলার ধর্রণই আলাদা,Positive
আমার কাছে ফুল মুভি আছে।১০০ বার দেখেছি। তবু ও মন ভরে না,Positive
"মুভিটা দারুণ, তবে আপনি ""ছ"" এর ""চ"" উচ্চারণ করেন কেন?",Positive
কি যে ভাল লাগলো তা ভাষায় প্রকাশ করতে পারবেো না।,Positive
এই মুভিটা আমি ছবার দেখেছি আর সবারই অঝোরে কেঁদেছি,Positive
আমারও একটা বন্ধু আছে,Positive
পুরো ভিডিও টা দেখতে চাই???,Positive
লাল শাড়ি মুভির রিভিউ চাই,Positive
জানিনা মুভিটা দেখে এত মজা পেতাম কিনা,Positive
এমন বন্ধু পাওয়াটা  ভাগ্যের বিষয়,Positive
আমার কিন্তু মুভিটা সেই লাগছে আপু লাস্টে তো আমি কেদেই দিয়েছি,Positive
"আপু চোখের পানি ধরে রাখতে পারলাম না,তাই দুঃখিত।",Positive
রজনীকান্ত স্যারের এমন একটা মুভি আছে,Positive
বন্ধু সবাই মনে রাখেনা স্বার্থের কাছে সব বিলীন হয়ে যায়।,Positive
শেষে আমিও কেঁদে ফেললাম,Positive
আপনার এত ভিডিও দেখি কিন্তু আপনাকে কোনদিন দেখলাম না । আর আপনার পরিচয়টা জানাতে খুব খুশি হতাম .......?  (যদি একটা ফটো দিতে তাহলে অনেক খুশি হতাম),Positive
আমি দুর্ভাগা তাই আজ পর্যন্ত একটা ভাল বন্ধু পেলাম না!!,Positive
"ছবির কাহিনীটি ভক্ত সুদামা থেকে নিয়ে একটু  এডিট করা হয়েছে, একেই বলে আর্ট, ভাল থাকুন সবসময়।",Positive
বললেন নিয়মিত ভিডিও দিবেন চারদিন ধরে কোনো ভিডিও নাই আপনি কি দেশে আছেন?,Positive
আপু আপনার ভয়েস টা আমর হেবী লাগে ছবি জেমনি হোক না আমার কাছে আপনার কন্ঠ ভালো লাগে,Positive
প্লিজ তুমি কক্সবাজার আসলে আমাকে একটু বলিও তোমাকে দেখার আর তোমার সাথে একটু কথা বলার খুব ইচ্ছে।,Positive
প্লিজ তুমি কক্সবাজার আসলে আমাকে একটু বলিও তোমাকে দেখার আর তোমার সাথে একটু কথা বলার খুব ইচ্ছে।,Positive
রুমানা আপু রুম নাম্বার ১০১৩ মুভাটা একটু এক্সপ্লেইন 0:01  করবে প্লিজ,Positive
"আপু আপনার একটি পিক দেন। আমি ️ এ পড়ে নি,তবে দেখার ইচ্ছা।",Positive
প্লিজ তুমি কক্সবাজার আসলে আমাকে একটু বলিও তোমাকে দেখার আর তোমার সাথে একটু কথা বলার খুব ইচ্ছে।,Positive
সিনেমাটি তে শাহরুখ খানের নাম সাহির খান,Positive
এই মুভি টা ইউটিউব এ আসে না,Positive
কি ভাই,Positive
আমি যাকে বন্ধু ভাবি সে কি আমাকে বন্ধু মনে করে???,Positive
আপু সত্যি বলতে কি অনেক মানুষ অনেক ধরনের কমেন্ট করবে তবে আমি সব সময় দেখতাম কিন্তু কমেন্ট করতাম না আজ না করে পারলাম না ( পাওয়া অনেক দরকার ঐ জিনিসটা যদি না পাওয়া হয়ে আবার হঠাৎ পেয়ে গেলাম ঐ মুহুর্তটা কেমন হয় বলে বুঝানোর মত না ভাবে দেখেন )  যেমন এই মুভি,Positive
আপু আপনি কি বাংলাদেশী,Positive
মজাপাইলাম,Positive
ব্যাড ইংডিং,Positive
আমি ওমর ভাইর বনদু ছট বেলার কিনতু কই ও আর কই আমি,Positive
অনিক বিল্লু বিল্লুই থেকে যায় সে বদলায় না।  কারণ বিল্লুই তাকে প্রকৃত ভালোবাসে নিঃসার্থ ভাবে। সবাই বিল্লু না বিল্লু একজনি।,Positive
এই গেল কোমরটা মনে হয় গেছেগা আপু,Positive
এত কিছু বললেন কিন্তু এটাতে রজনীকান্তের     নামক কপি মুভি সেটা জানেন,Positive
ছবির নাম,Positive
আমি,Positive
কেদে দিছি,Positive
ভালো লাগেনি।অন্তরে লেগেছে,Positive
বুদ... বু... হা...হা,Negative
বাজে কণ্ঠ,Negative
চিন্না আর অভি এর সিন টা দেখে ইমোশনাল হয়ে গেলাম. ভাই-বোন এর সম্পর্ক অন্য সব সম্পর্কের চেয়ে অনেক বেশি সুন্দর,Positive
"এক্সপ্লানেশান তো বরাবরই ভাল লাগে সাথে মুভির মাঝে করা আপনার কিছু মন্তব্য, শেষের বিশ্লেষণ এগুলো বর্ণনায় আলাদা একটা মাত্রা যোগ করে। আর আপনি মেয়েদের সম্মান করেন এই বিষয়টা আপনার প্রতি সম্মান বাড়িয়ে দেয়। আপনার জন্য শুভ কামনা।",Positive
সত্যিই শিক্ষামূলক মুভি। রিভিউ দেখে চোখে পানি চলে আসলো।,Positive
শিক্ষামূলক এই মুভিটা আমাদের এত সুন্দর করে উপহার দেওয়ার জন্য    ভাইয়া।,Positive
"অসম্ভব সুন্দর গল্প ৷ তিনদিন স্পিচলেস থাকার পর আজকে আপনাকে বলতে এলাম "" ""     .",Positive
আপনার অনেক মুভি এক্সপ্লেশন  দেখেছি।কিন্তু এই মুভির মতো কোন মুভি আমার মন ছুয়ে যেতে পারেনি।অসংখ্য ধন্যবাদ।,Positive
আপনার মুভি  এর কোন জবাব নেই। মুভি দেখে হয় তো অনেক কিছু বুঝতে নাও পারতাম। কিন্তু আপনার মুখে কাহিনী শুনেই মুভি দেখার স্বাদ পেয়ে গিয়েছি। আপনি খুব গুছিয়ে কথা বলতে পারেন যা অনেকেই পারে না। মুভি  টা দারুন লাগলো।,Positive
"সত্যিই অসাধারণ একটা শিক্ষামুলক মুভি, মুভিটা দেখে চোঁখের পানি আটকে রাখতে পারিনি, ধন্যবাদ ভাই এতো সুন্দর একটা মুভি এক্সপ্লেইনেশন করার জন্য।",Positive
একশোটা বন্ধুর  চেয়ে একটা শক্রু অনেক কিছু শিক্ষা দিতে পারে কথাটা দারুন ছিল,Positive
সঙ্গে থেকে যারা ভালোবাসে আর ভালো থাকার জন্য যারা সঙ্গে থাকেনা তাদের মদ্ধে কোন পার্থক্য নেই,Positive
"ভাই আমি আর আপনার ভিডিও এক্সপ্লেইন দেখতে পারব না। কান্না চলে আসে, গলা ভারী হয়ে যায়, মনের মধ্যে অপরাধবোধ কাজ করে।  আপনাকে অনেক ধন্যবাদ ️",Positive
"ভাই আপনার মুভি এক্সপ্লেইন করাটা অসাধারণ,,,,, আমি আপনার এক্সপ্লেন করা মুভিগুলোই দেখি।অন্য কারোর এক্সপ্লেন করা এতোটা ভালো হয় না।আপনার টাই বেস্ট",Positive
"আপনার শেষের কথা আমার সারা জীবন মনে থাকবে, কারো দোয়া,কারো কারন বা সাহায্য নিয়ে অযানতে মানুষ সাফল্য অর্জন করতে পারে,,,,,,,,, আপনার ভাষা এমন কিছু কথা ছিলো, মুভিটাও খুব সুন্দর ছিলো ধন্যবাদ।",Positive
সত্যি কারের ভালোবাসা বোঝার হ্মমতা সবার থাকে না   আর যখন বুঝতে পারে তখন সেই মানুষ টাই থাকে না,Positive
"যদিও আমি তেমন কিছু নই তারপরও সিনেমায় একটা কথা আমার মনে গেথে গেছে ""লাইফে একশোটা বন্ধুর চেয়ে একজন শত্রু আপনাকে অনেক বেশি শিক্ষা দেয়।",Positive
নিজের অজান্তেই চোখে পানি চলে আসলো,Positive
"সত্যিই ভাই মুভিটা মন ছুঁয়ে গেল এত সুন্দর একটা মুভি উপহার দেওয়ার জন্য ধন্যবাদ দিয়ে ছোট করবো না, ভালবাসা অবিরাম।",Positive
.  অসাধারন লাগল খুব সুন্দর দারুণ চমৎকার গল্প ধন্যবাদ ।,Positive
"ভাইয়া এটাই আমার ফাস্ট কমেন্ট,,  আপনার মুভি এক্সপ্্লেইন দেখে দেখে কি যে অভ্যেস হয়ে গেলো না দেখলে এখন আর ভালো লাগেনা",Positive
"সত্যি খুব সুন্দর একটি মুভি। যখন শেষ হলো তখন মনে হলো, এতো তারাতারি কেন শেষ হলো, আরো দেখতে ইচ্ছে করছিল।",Positive
সত্যি কথা বলতে গল্পটা আমার জীবনের সাথে অনেকটা মিলে গেছে  আমিও আমার ভুল গুলো বুঝতে পারলাম!  তবে আমি যাদের মোনে কষ্ট দিয়েছি তাদের কাছে গিয়ে খমা  চাওয়ার সুযোগ আর নেই,Positive
এক অনবদ্য সিনেমা.... যা বাস্তব কেও হার মানাতে বাধ্য ️️... আর আপনার কণ্ঠে সারসংক্ষেপ অসাধারণ.....️️️    .... ভালো থাকবেন....,Positive
"আপনার কথা বলার স্টাইল, ভিডিও বাছাই করা সব অসাধারণ। এই ভিডিও গুলো কেনো আগে দেখলাম না খুব আফসোস হচ্ছে।",Positive
"আপনার "" সে অধিকার তার আছে"" কথাটা সেই সব ভিডিওতে এটা থাকেই আর এটা না থাকলে  লাগে!",Positive
"আপনাকেও অনেক    ,আমাদের  এত সুন্দর মুভি এক্সপ্লেনেশন উপহার দেওয়ার জন্য",Positive
এত সুন্দর শিক্ষণীয় মুভি উপহার দেয়ার জন্য আপনাকেও   .,Positive
সত্যি খুব খুব খুব ভালো একটা মুভি আমি অবস্য কখনো মুভি দেখি না আজ দেখলাম তাও আবার মন মতো,Positive
অনেক সুন্দর হয়েছে  ....আরো অনেক অনেক সুন্দর গল্পের জন্য অপেক্ষায় রইলাম ......️,Positive
"ভাই আপনার ভিডিও দেখে ইমোশনাল হয়ে যাই তাই কমেন্ট করতে পারি না,,, আপনার ভয়েসটা অসাধারণ হয়ছে",Positive
পার্বতীর  বিসর্জন টা সবচেয়ে হৃদয়বিদারক ঘটনা ছিল।,Positive
"মানসিকতা পরিবর্তন হয়ে গেল ️ অনেক সুন্দর হয়েছে,,, সকলের জন্য দোয়া রইল",Positive
ভাইয়া আপনার  এ   আসার অপেক্ষায় ছিলাম। আপনার  এ   শুনতে ভীষণ ভালো লাগে ️️️️,Positive
সত্যিই অপূর্ব গল্পকথা। শিক্ষনীয়।,Positive
"14 দিন যাবত আপনার চ্যানেলে ঘুরাফেরা করলাম,,,অবশেষে হোমপেজে আপনার ভিডিও বাহ অস্থির ️️",Positive
অসাধারণ একটি গল্প।আর এত সুন্দর করে সাজিয়ে গল্পটি আমাদের সামনে তুলে ধরার জন্য আপনাকে অনেক শুকরিয়া। ভালো থাকবেন।,Positive
"যেমন সুন্দর মুভি, তেমনি সুন্দর তার এক্সপ্লেনেশন  খুব ভালো লাগলো ভাইয়া",Positive
অসাধারণ মুভি..আসলে জীবনে যা কিছু ঘটে সব কিছু  আল্লাহ ভালোর জন্য করে,Positive
"ভাইয়া আসলে আপনার মুভি এক্সপ্লেন এতোটাই ভালো লাগে যে (নাইস, সুন্দর হইছে, আমি আপনার প্রতিটি ভিডিও দেখি ) এমন ছোট ছোট শব্দে ভালোবাসা প্রকাশ করতে ইচ্ছা করে না । আপনি ভালোবাসাটা আরো গভীরভাবে ডিজার্ভ করেন যা দুই তিন লাইনে বলে বুঝানো সম্ভব না । একচুয়ালি ভালো লাগা ভালোবাসা প্রকাশ করার মতো শব্দই খুঁজে পাইনা তাই আর কমেন্ট করা হয় না বাট স্টিল লাভ ইউ ভাইয়া",Positive
আপনার কথা গুলো অনেক ভালো লাগে। সুন্দর করে বলতে পারেন।মুভিটা অনেক সুন্দর হয়ছে।,Positive
সত্যি জীবন পাল্টে দেওয়ার মতো একটা মুভি আপনাদের অন্তরের অন্তস্থল থেকে অনেক অনেক ধন্যবাদ এত সুন্দর একটা মুভি দেওয়ার জন্য,Positive
আপনার একাউন্টের প্রায় মুভির কাহিনী আমি শুনি আমার কাছে খুবই ভালো লাগে আপনার,Positive
অসাধারণ!  সত্যি অসাধারণ।।  কিছু কিছু স্মৃতি মনে পড়ে কান্না করে ফেলেছি  অনেক অনেক শিক্ষণীয় ছিলো। ধন্যবাদ আপনাকে।,Positive
এই রকম শিক্ষানিয় মুবিগুলাই জীবনে অনেক কিছু শেখায়।,Positive
অসাধারণ একটা এক্সপ্লেনেশন এবং মুভির কাহিনিটা  ও অনেক শিক্ষনীয়। ধন্যবাদ ভাইয়া এতো ভালো একটা মুভি এক্সপ্লেনেশন করার জন্য ️,Positive
এক কথায় অসাধারণ এক্সপ্লেনেশন ও স্টোরি লাইন।।মন ছুয়ে গেলো।।,Positive
সত্যিই  মুভিটা দেখে চোখ দিয়ে পানি বের হয়ে গেছে,Positive
ভাইয়া অনেক সুন্দর করে মুভিটা এক্সপ্লাইনিং করেছেন  অনেকটা ইমোশনাল হয়ে গেলাম,Positive
"গল্পটা খুবই সুন্দর আর ,আপনার কণ্ঠে গল্প গুলো বেশি সুন্দর হয়ে ওঠে । আপনার মুভি এক্সপেনেশন করার ধরনটা খুবই সুন্দর ।",Positive
আপনার মুভি এক্সপ্লেনেশন এর অপেক্ষায় থাকি। কখন আসবে ভিডিও কখন পাবো কখন দেখবো। এতো ভাল এক্সপ্লেনেশন আমি এখনো দেখিনি।পাশে পাবেন সবসময় ️,Positive
"সত্যি  অনেক সুন্দর মুভি,, দেখে হয়তো এত মজা পেতাম না, যতটা ভালো লাগছে আপনার সংক্ষেপ শুনে",Positive
মুভিটা জীবন ঘুরিয়ে দেওয়ার মত। খুব বেশি ভালো লেগছে আমার।,Positive
অনেক ভালো ভাবে সিনেমার কাহিনি টা বুঝাইছেন...তাই,Positive
সত্যিই দারুন ম্যাসেজ  ছিল আর উপস্থাপনাটাও চমৎকার।,Positive
এতো সুন্দর মুভি গুলো সুন্দর ভাবে এক্সপ্লেন করার জন্য আপনাকেও ধন্যবাদ,Positive
মুভি কাহিনী সম্পুর্ন সত্যি ঘটনাকে তুলে ধরছে অসাধারণ হয়েছে মুভি টা,Positive
অবশেষে অপেক্ষার প্রহর শেষ হলো....  দুটো চ্যানেলের প্রত্যেকটা ভিডিও দেখা শেষ....!! অসাধারণ এক্সপ্লেনেশন আপনার...,Positive
সত্যি খুব সুন্দর একটা মুভি কিছু কিছু মুহূর্তে চোখে পানি চলে এসেছে,Positive
আপনি ঠিক কথা বলেছে আপনি সবাইর মতো লাইক নিয়ে কথা বলেন এটা আমার খুব লাগে,Positive
সত্যিই আপনি বেষ্ট ভাই।কেননা এভাবে আমরা অনেক কিছু শিখতে পারি ।,Positive
অনেক সুন্দর এক্সপ্লেইন।।।,Positive
এত সুন্দর সিনেমা ভাই আপনাকে ধন্যবাদ দিয়ে ছোট করবোনা আসলেই জীবন পালটানোর মত কাহিনি আপনি  করলেন,Positive
"এই মুভিটা দেখের ইচ্ছে ছিলো এখন দেখা হয়ে গেছে,, অনেক ভালো লাগলো দেখে মুভি,, ️️️",Positive
দাদা আপনার কন্ঠস্বর দারুন মিষ্টি।  আপনার কথা বলার স্টাইলটাও ভীষণ ভালো লাগে আমার। আমি আপনার ফ্যান হয়ে গেছি৷ অনেক ভালোবাসা আপনার অন্য দাদা️️️,Positive
"অনেক সুন্দর মুভি, আর আপনার এক্সপ্লেইন অসাধারণ,      ভাইয়া",Positive
এভাবে বাংলায় এত সুন্ধুর ভাবে এক্সপেরিন্স করার জন্য,Positive
অনেকদিন পর সেই পুরনো কণ্ঠ মন ছুয়ে গেল!,Positive
সত্তি অসাধারন আমার দেখা সেরা মুভি এবিং এক্সপ্লেইনেসন। ধন্যবাদ ভাই,Positive
নিজেদের সেরাটা দেয়ার জন্য,Positive
এই একটা মুভি ইতিহাস খুব ই ভালো লেগেছে।  সত্তি বাস্তবতার সাথে অনেক মিল আছে। এখানে ভালোবাসা দিয়ে আনেক কিছু বুঝতে পারছি।  তাই আপনার চেনেল টার শুবসচ্রিবের হলাম,Positive
আপনার কন্ঠটা কিন্তু খুব সেই আমি যশোর থেকে আপনার প্রতিটা ভিডিও দেখি,Positive
সবসময় আপনার  এর অপেক্ষায় থাকি।।অনেক ভালো লাগে আপনার কথাগুলো।।,Positive
"না স্যার, মিথ্যা অপবাদ একদম দিবেন না, সব সময় আপনার  ভিডিও দেখার শুরতেই লাইক করে দেয়, যাতে পরে ভুলে মিস না হয়,,",Positive
খুবই চমৎকার এক্সপ্লেনেশন,Positive
"অসাধারণ ছিলো ভাই,  অনেক অনেক কৃতজ্ঞতা।",Positive
অসাধারণ একটা সিনেমা️ উফফফফফ অনেক সুন্দর ছিল      এই সুন্দর সিনেমাটা  করার জন্য,Positive
"অসাধারণ, সত্যি অনেক কিছু শেখার আছে এ মুভি থেকে।",Positive
অনেক ভালো লাগলো  লালমনিরহাট থেকে ভালোবাসা রইলো,Positive
"আমি যার জন্য এতদূর আসতে পেরেছি, সে আর কেউ নয়,আমার বাবা। সে আজ আমাদের মাঝে নেই। দুনিয়া থেকে চলে গেছে। তাকে   বলার সুযোগ হয়নি। কিন্তু আজ বলছি,  , . তুমি না থাকলে হয়ত কোনোদিনই এত দূর আসতে পারতাম না।",Positive
এত সুন্দর ভাবে উপস্থাপনা করার জন্য আপনাকে অসংখ্য ধন্যবাদ,Positive
আপনার  গুলো পুরো বাস্তব,Positive
ভাই আপনার মুভির এক্সপ্লেন দেখার জন্য অধিক আগ্রহে বসে থাকি একটু তাড়াতাড়ি দিয়েন আপনার ভিডিও গুলো প্লিজ এবং আপনার এক্সপ্লেন গুলো আমার খুব ভালো লাগে ধন্যবাদ,Positive
আপনার কথা গুলো অনেক ভালো লাগে. আর সহজেই বুঝতে পারি ️,Positive
জীবনতো পরিবর্তনশীল।জীবনে চলার পথে অনেক সংযোজন  বিয়োজন হয়।কিন্তু  জীবনে তাদের অবদান সবচেয়ে বেশি  যারা নিজের সুখের কথা  না ভেবে  আমাদের  জন্য  ত্যাগ সীকার করে,Positive
অসাধারণ ছবি মানুষের জীবনের সাথে মিল আছে। ভাইয়া আপনার কাথার প্রেমে পড়ে যায় এতো সুন্দর ভালো কথা বলেন কি ভাবে,Positive
এই  কাহিনি শুনে চোখের পানি ধরে রাখতে পারিনি,Positive
অনেক সুন্দর একটা মুভি।আর আপনার এক্সপ্লেনেশান,Positive
ভাইয়া কমেন্ট করার কথা ভুলে গেছিলাম অনেক ভালো লাগছে মুভিটা। 8 মাসের মতো আছি আপনার সাথে,Positive
"খুব খুব খুব সুন্দর হয়েছে,,, ভাইকে ধন্যবাদ  তোমরা ইউটিউবার রা এখন সেলিব্রিটি । তাই আমাদের কমেন্টস এর পর তোমাদের যদি রিপ্লাই পাই তাহলে আমাদের কমেন্টস করার উৎসাহ টাও একসাথে অনেক বেড়ে যায়।  থ্যাংক ইউ",Positive
আপনাকে   এমন সুন্দর একটা   করার জন‍্য । যাক  এ  আবার আগের  এর মতো হয়ে গেল ।,Positive
সত্যিই  অসাধারণ । মাশাল্লাহ্  আপনি  অনেক ভালো  বলেন।,Positive
কি আর বলব অসম্ভব সুন্দর একটা কাহিনী এর পর আপনার রিভিউ করা    সব মিলিয়ে অসাধারণ ️,Positive
অনেক সাধনার পর অবশেষে একটা ভিডিও পেলাম ধন্যবাদ মমিন আকন্দ ভাই ️,Positive
এত অল্প সময়ে খুব ভালো লাগলো মুভির সিন ধন্যবাদ,Positive
মুভি দেখার চেয়ে আপনার গল্প শুনতে ভালো দাদাভাই,Positive
ভাই অসাম ছিল মুভিটা দেখে যত না ভালোলাগার কথা তার চেয়ে বেশি আপনার এক্সপ্লেন শুনতে অনেক ভালো লেগেছে,Positive
"অনেক সুন্দর হয়েছে ভাইয়া,তোমাকে ও ""থ্যাংক ইউ"" ️",Positive
"অনেক অনেক ভালো লেগেছে মুভিটা জানাকে নতুন করে জানলাম , ধন্যবাদ",Positive
ঠিক এমন একটা মানুষ আসুক যে আমাকে কোনো পরিস্থিতিতেই ছেড়ে যাবেনা ️,Positive
আপনার কন্ঠ অসাধারণ ভাইয়া চেষ্টা করবেন ভাইয়া প্রতিদিন একটা করে ভিডিও দিতে,Positive
"সত্যি সত্যি সত্যিই সিনেমা টা অামার কাছে অসাধারণ লাগছে ভাইয়া,, ধন্যবাদ,,, অনেক অনেক কিছু শিক্ষার কথা অাছে এই গল্পে,,,",Positive
চিন্না আর অভি এর সিন টা দেখে ইমোশনাল হয়ে গেলাম. ভাই-বোন এর সম্পর্ক অন্য সব সম্পর্কের চেয়ে অনেক বেশি সুন্দর,Positive
"অনেক এ অনেক ভাল ভাল মুভির এক্সপ্লেইন করে,,,তবে মুটেও স্বাদ পাইনা,, এক্সপেলেইন এর মাঝে রস পাইনা! আর আপনার বলার মাঝে এত মজা পাই যে ফূল মুভি দেখেও এত স্বাদ পাবনা।  ️  ️",Positive
....এত্তো সুন্দর একটা গল্প শেয়ার করার জন্য,Positive
ধন্যবাদ এতো সুন্দর একটা মুভি  উপহার দেওয়ার জন্য,Positive
সত্যি কথা গুলো অনেক গুরুত্বপূর্ণ,Positive
চিননার কাহিনিটাও আরো বেশি ভাল লাগছে,Positive
সত্যি মুভির গল্পটা অসাধারণ ছিল ধন্যবাদ ভাই আপনাকে সুন্দর ভাবে উপস্থাপন করার জন্য,Positive
ভীষন সুন্দর গল্পটা।,Positive
আমি কখনো কমেন্ট করি নি। কিন্তু আজ আপনার কথা গুলা শুনে কমেন্ট করলাম। আরও একটা কারণ আছে। সেটা হল এই মুভিটা  ৭০% আমার জীবনের সাথে মিলে। পার্থক্য শুধু এই যে শেষে নায়ক পাল্টেছে। নায়িকা কে খুশী করেছে। আর আমার জীবন টা এখনও  মুভির শুরুর মতই রয়েছে। জানি না কখনো কি পাল্টাবে কি না। কাউকে বলি না এই কথা গুলা। কিন্তু কেন আজ আপনাকে বলতে মন চাইলো,Positive
ভালো লাগলো সত্যি। শিক্ষনীয় অনেক কিছু আছে এতে,Positive
*  * এতো সুন্দর করে বুঝিয়ে   করার জন্য।,Positive
সুন্দর গল্পের সুন্দর ছবি। এই জন্য সাউথ মুবি এগিয়ে যাচ্ছে।,Positive
সত্যি মুভিটা অসাধারণ অনেক ভালো লাগছে আমার কাছে,Positive
"আমার জীবনে ও এমন একটা পারু এসেছিলো!. আমি ও ভুল সিদ্ধান্ত নিতে যাচ্ছিলাম কিন্তু আমাকে পারুর মতোন এই কথাই বলেছিলো!. ,",Positive
কিছু বলার মতো ভাষা নেই। সত্যি বলতে অসাধারণ,Positive
ভাইয়া আপনার ভিডিও গুলো খুব ভালো লাগে,Positive
সত্যিই ছবিটা অসাধারণ ছিলো  আর আপনার  টা ও  অনেক দূরে এগিয়ে যান,Positive
"অনেকদিন পর আবার আপনাকে শুনতে পাব, আলহামদুলিল্লাহ",Positive
অসাধারণ মুভি অসাধারণ .,Positive
"অসাধারণ গল্প, নাগাচৈতন্যার বেষ্ট অভিনয়",Positive
ভাই আমি আজকের থেকে আমি আপনার সব ভিডিওতে লাইক কমেন্ট করবো।,Positive
অনেক সুন্দর মুভি।,Positive
"মুভি অনেক সুন্দর ছিলো, মনে অজান্তে চোখের  কনে পানি কখন যে চলে এসেছে  বুঝতে পারি নি, ভালো লেগেছে আমার খুব।️",Positive
অনেক কিছু শিখার আছে।শেষ পর্যন্ত দেখে চোখে পানি চলে আসছে…,Positive
এই নিয়ে দুইদিন দুইবার দেখলাম ভাই।একটা সেকেন্ডও স্কিপ করে দেখিনাই।ছবিটা আর ছবির এক্সপ্লেইনটা অনেক ভালো ছিলো,Positive
ভাইয়া প্রতিদিন আপনার মুভি এক্সপ্্লেইন দেখার জন্য অপেক্ষা করি। দারুন দারুন মেসেজ পাই।️,Positive
আমি ও একজন কে অনেক অনেক ভালোবাসে ছিলাম কিন্তু সেই তখন বুঝেনি আমি যখন ওর জীবন থেকে দূরে সরে গেছিলাম এখন বুঝতেছে,Positive
"ভাই আপনার কথা গুলো অনেক সুন্দর,,,",Positive
এত সুন্দর উপস্থাপনা করার জন্য,Positive
আপনার ভিডিও গুলো আমার খুব ভাল লাগে️️️,Positive
খুব ভালো একটি মুভি,Positive
কিছু কিছু সিন দেখার সময় চোখের কোনায় পানি জমে গেলো,Positive
ধন্যবাদ ভাই আপনাকে এত সুন্দর  মুভি  করার জন্য,Positive
সত্যিই ভালোবাসা অনেক সুন্দর,Positive
সত্যি কারের ভালোবাসা বোঝার হ্মমতা সবার থাকে না,Positive
আর যখন বুঝতে পারে তখন সেই মানুষ টাই থাকে না,Positive
"ভাইয়া আপনার ভিডিও গুলো অনেক ভালো লাগে,,, আমরা চাই সব হিন্দি মুভি গুলো এক্সপ্লেন করেন",Positive
এত সুন্দর একটি মুভি স্পেলিং উপহার দেওয়ার জন্য আপনাকেও থ্যাংক ইউ,Positive
"করেন,একবার দেখছি আপনার  দেখতে চাওয়া আমার মন",Positive
বিডিও গুলো  অনেক ভালো ও শিক্ষনিয়,Positive
মন ছুয়ে গেল,Positive
আপনার ভয়েসটা অনেক সুন্দর ️,Positive
"সমস্যা নেই ভাইয়া, আমরা আপনার পাশেই আছি, ইনশাআল্লাহ",Positive
পুরাই একটা মাষ্টার পিছ  মুভি️️️,Positive
ভাইয়া ( 2) বাংলায় এক্সপ্লেন করেন..........   ......️,Positive
"চ্যানেল ত আগেই সাবস্ক্রাইব  করেছি যে ভিডিওগুলা দেখি লাইক অবশ্যই করি, আপনি এত সুন্দর এক্সপ্লেনেশন করলেন তাই আপনাকেও",Positive
আপনি কই ছিলেন এতোদিন ভাই প্লিজ ডোরা সিনেমাটা দেন প্লিজ প্লিজ প্লিজ প্লিজ প্লিজ প্লিজ প্লিজ প্লিজ প্লিজ প্লিজ,Positive
"সেই সেই সেই সেই.........সেই হইছে ভাই,,অস্থির একটা মুভি",Positive
এক কথাই অসাধারণ,Positive
খুব সুন্দর একটা মুভি,Positive
খুব ভালো এবং সুন্দর লেগেছে ️️️️️️️️️,Positive
ধন্যবাদ। এত সুন্দর মুভি উপহার দেওয়ায়।,Positive
অনেক কষ্ট করে   দের মতো আমরাও  ভিডিও বানাই । কিন্তুু আফসোস আপনাদের সাপোর্ট পাই না,Positive
খুব খুব সুন্দর একটা মুভি  দেখা শেষ করলাম,Positive
অসাধারণ চিলো মুভিটা ভাইয়া,Positive
আপনার কথা আমার খুব ভালো লাগে,Positive
আপনি অনেক ভালো এক্সপ্লেইন করেন।,Positive
অনেক ভালো লাগে তোমার মুভি দেখতে,Positive
ভাইয়া আপনার সাসপেন্স গুলো এত সুন্দর লাগে যা ভাষায় বলে বোঝানোর নয় ধন্যবাদ,Positive
আপনার কথা আমার খুব ভালো লাগে,Positive
আমার  কাছে ভালো লাগে  মুভিটা,Positive
খুব ভাল লাগ‌লো। দারুন একটা মু‌ভি।,Positive
